Date,Nino34
1892-08-01,-0.63
1892-09-01,-1.07
1892-10-01,-1.54
1892-11-01,-1.62
1892-12-01,-1.18
1893-01-01,-1.23
1893-02-01,-1.16
1893-03-01,-1.24
1893-04-01,-1.3
1893-05-01,-1.32
1893-06-01,-1.19
1893-07-01,-1.32
1893-08-01,-1.29
1893-09-01,-1.28
1893-10-01,-1.36
1893-11-01,-1.3
1893-12-01,-1.0
1894-01-01,-1.09
1894-02-01,-1.13
1894-03-01,-1.06
1894-04-01,-0.92
1894-05-01,-1.0
1894-06-01,-0.84
1894-07-01,-0.88
1894-08-01,-0.8
1894-09-01,-1.1
1894-10-01,-0.82
1894-11-01,-0.92
1894-12-01,-0.48
1895-01-01,-0.73
1895-02-01,-0.49
1895-03-01,-0.4
1895-04-01,-0.17
1895-05-01,-0.03
1895-06-01,-0.21
1895-07-01,-0.26
1895-08-01,0.36
1895-09-01,0.42
1895-10-01,0.32
1895-11-01,0.44
1895-12-01,0.48
1896-01-01,0.16
1896-02-01,0.09
1896-03-01,0.15
1896-04-01,-0.01
1896-05-01,-0.04
1896-06-01,-0.21
1896-07-01,0.43
1896-08-01,1.05
1896-09-01,1.04
1896-10-01,1.1
1896-11-01,1.51
1896-12-01,1.55
1897-01-01,1.49
1897-02-01,1.14
1897-03-01,0.54
1897-04-01,-0.22
1897-05-01,-0.17
1897-06-01,-0.02
1897-07-01,0.07
1897-08-01,-0.15
1897-09-01,-0.24
1897-10-01,-0.57
1897-11-01,-0.61
1897-12-01,-0.4
1898-01-01,-0.51
1898-02-01,-0.57
1898-03-01,-0.79
1898-04-01,-0.61
1898-05-01,-0.59
1898-06-01,-0.28
1898-07-01,-0.63
1898-08-01,-0.76
1898-09-01,-0.19
1898-10-01,-0.33
1898-11-01,-0.66
1898-12-01,-0.78
1899-01-01,-0.75
1899-02-01,-0.71
1899-03-01,-0.56
1899-04-01,-0.34
1899-05-01,0.04
1899-06-01,0.09
1899-07-01,-0.02
1899-08-01,0.63
1899-09-01,0.43
1899-10-01,0.92
1899-11-01,1.29
1899-12-01,1.51
1900-01-01,1.41
1900-02-01,1.29
1900-03-01,0.99
1900-04-01,0.66
1900-05-01,0.54
1900-06-01,0.76
1900-07-01,0.75
1900-08-01,0.78
1900-09-01,0.56
1900-10-01,0.42
1900-11-01,0.14
1900-12-01,0.6
1901-01-01,0.82
1901-02-01,0.29
1901-03-01,0.05
1901-04-01,-0.13
1901-05-01,-0.19
1901-06-01,-0.26
1901-07-01,-0.3
1901-08-01,-0.38
1901-09-01,-0.3
1901-10-01,-0.31
1901-11-01,-0.39
1901-12-01,-0.35
1902-01-01,-0.5
1902-02-01,-0.26
1902-03-01,-0.27
1902-04-01,0.2
1902-05-01,0.47
1902-06-01,0.77
1902-07-01,1.44
1902-08-01,1.21
1902-09-01,1.44
1902-10-01,1.4
1902-11-01,1.54
1902-12-01,1.39
1903-01-01,1.33
1903-02-01,0.93
1903-03-01,0.79
1903-04-01,0.36
1903-05-01,-0.1
1903-06-01,0.29
1903-07-01,-0.49
1903-08-01,-0.32
1903-09-01,-0.6
1903-10-01,-0.42
1903-11-01,-0.76
1903-12-01,-1.02
1904-01-01,-0.73
1904-02-01,-0.79
1904-03-01,-0.85
1904-04-01,-0.72
1904-05-01,-0.4
1904-06-01,0.14
1904-07-01,0.75
1904-08-01,0.54
1904-09-01,0.01
1904-10-01,0.91
1904-11-01,0.15
1904-12-01,0.86
1905-01-01,0.68
1905-02-01,0.72
1905-03-01,0.92
1905-04-01,0.29
1905-05-01,1.08
1905-06-01,0.59
1905-07-01,0.82
1905-08-01,1.04
1905-09-01,1.42
1905-10-01,1.12
1905-11-01,0.83
1905-12-01,1.17
1906-01-01,0.89
1906-02-01,0.67
1906-03-01,0.8
1906-04-01,0.45
1906-05-01,0.02
1906-06-01,0.15
1906-07-01,-0.49
1906-08-01,-0.37
1906-09-01,-0.81
1906-10-01,-0.87
1906-11-01,-0.33
1906-12-01,-0.51
1907-01-01,-0.57
1907-02-01,-0.41
1907-03-01,-0.43
1907-04-01,-0.56
1907-05-01,-0.47
1907-06-01,-0.41
1907-07-01,-0.55
1907-08-01,-0.65
1907-09-01,0.13
1907-10-01,-0.25
1907-11-01,-0.25
1907-12-01,-0.09
1908-01-01,-0.27
1908-02-01,0.07
1908-03-01,-0.63
1908-04-01,-0.55
1908-05-01,-0.45
1908-06-01,-0.22
1908-07-01,-0.63
1908-08-01,-0.4
1908-09-01,-0.52
1908-10-01,-0.5
1908-11-01,-0.88
1908-12-01,-1.15
1909-01-01,-0.29
1909-02-01,-0.88
1909-03-01,-0.54
1909-04-01,-0.68
1909-05-01,-0.36
1909-06-01,-1.1
1909-07-01,-1.0
1909-08-01,-0.97
1909-09-01,-0.85
1909-10-01,-1.24
1909-11-01,-1.5
1909-12-01,-1.08
1910-01-01,-0.93
1910-02-01,-0.64
1910-03-01,-0.79
1910-04-01,-1.17
1910-05-01,-1.41
1910-06-01,-1.04
1910-07-01,-0.88
1910-08-01,-0.9
1910-09-01,-1.29
1910-10-01,-0.94
1910-11-01,-0.53
1910-12-01,-0.64
1911-01-01,-0.57
1911-02-01,-0.58
1911-03-01,-0.82
1911-04-01,-1.11
1911-05-01,-1.05
1911-06-01,-0.64
1911-07-01,-0.22
1911-08-01,-0.28
1911-09-01,0.22
1911-10-01,0.2
1911-11-01,0.84
1911-12-01,0.96
1912-01-01,1.55
1912-02-01,0.83
1912-03-01,0.69
1912-04-01,0.58
1912-05-01,0.0
1912-06-01,-0.24
1912-07-01,-0.1
1912-08-01,-0.4
1912-09-01,0.09
1912-10-01,-0.13
1912-11-01,0.16
1912-12-01,-0.49
1913-01-01,-0.2
1913-02-01,0.18
1913-03-01,0.16
1913-04-01,-0.77
1913-05-01,-0.28
1913-06-01,-0.16
1913-07-01,-0.15
1913-08-01,-0.09
1913-09-01,0.05
1913-10-01,0.03
1913-11-01,0.8
1913-12-01,0.85
1914-01-01,0.7
1914-02-01,0.8
1914-03-01,0.32
1914-04-01,0.69
1914-05-01,0.01
1914-06-01,0.08
1914-07-01,0.53
1914-08-01,0.92
1914-09-01,0.68
1914-10-01,0.26
1914-11-01,0.3
1914-12-01,0.68
1915-01-01,0.88
1915-02-01,0.65
1915-03-01,0.49
1915-04-01,0.47
1915-05-01,0.52
1915-06-01,1.1
1915-07-01,0.07
1915-08-01,0.05
1915-09-01,0.17
1915-10-01,0.24
1915-11-01,-0.15
1915-12-01,-0.23
1916-01-01,-0.12
1916-02-01,-0.61
1916-03-01,-0.54
1916-04-01,-0.63
1916-05-01,-0.23
1916-06-01,-0.36
1916-07-01,-1.11
1916-08-01,-1.48
1916-09-01,-1.36
1916-10-01,-1.36
1916-11-01,-1.72
1916-12-01,-1.64
1917-01-01,-1.56
1917-02-01,-1.2
1917-03-01,-0.64
1917-04-01,-0.29
1917-05-01,-0.3
1917-06-01,-0.04
1917-07-01,-0.05
1917-08-01,0.15
1917-09-01,-0.03
1917-10-01,0.04
1917-11-01,-0.43
1917-12-01,-0.72
1918-01-01,-0.84
1918-02-01,-0.82
1918-03-01,-0.96
1918-04-01,-0.56
1918-05-01,-0.17
1918-06-01,0.37
1918-07-01,-0.07
1918-08-01,0.12
1918-09-01,0.41
1918-10-01,0.93
1918-11-01,1.23
1918-12-01,1.3
1919-01-01,1.6
1919-02-01,1.24
1919-03-01,0.9
1919-04-01,0.69
1919-05-01,0.63
1919-06-01,0.61
1919-07-01,0.4
1919-08-01,0.62
1919-09-01,0.5
1919-10-01,0.13
1919-11-01,-0.37
1919-12-01,0.34
1920-01-01,0.64
1920-02-01,0.6
1920-03-01,0.53
1920-04-01,-0.16
1920-05-01,-0.21
1920-06-01,0.29
1920-07-01,0.15
1920-08-01,0.13
1920-09-01,0.27
1920-10-01,0.48
1920-11-01,-0.08
1920-12-01,-0.01
1921-01-01,0.43
1921-02-01,-0.52
1921-03-01,-1.42
1921-04-01,-0.55
1921-05-01,-0.92
1921-06-01,-0.21
1921-07-01,-0.27
1921-08-01,-0.29
1921-09-01,-0.17
1921-10-01,0.04
1921-11-01,-1.03
1921-12-01,-0.5
1922-01-01,-0.54
1922-02-01,-0.07
1922-03-01,0.08
1922-04-01,-0.54
1922-05-01,0.22
1922-06-01,-0.44
1922-07-01,-0.44
1922-08-01,-0.78
1922-09-01,-0.38
1922-10-01,-0.26
1922-11-01,-0.31
1922-12-01,-0.53
1923-01-01,-0.41
1923-02-01,-0.76
1923-03-01,-0.85
1923-04-01,-0.55
1923-05-01,-0.25
1923-06-01,-0.15
1923-07-01,-0.2
1923-08-01,0.2
1923-09-01,0.64
1923-10-01,0.79
1923-11-01,0.87
1923-12-01,1.02
1924-01-01,0.46
1924-02-01,0.63
1924-03-01,0.39
1924-04-01,-0.02
1924-05-01,-0.85
1924-06-01,-0.67
1924-07-01,-0.98
1924-08-01,-0.78
1924-09-01,-0.86
1924-10-01,-0.46
1924-11-01,-1.09
1924-12-01,-0.66
1925-01-01,-1.03
1925-02-01,-0.47
1925-03-01,-0.53
1925-04-01,-0.52
1925-05-01,-0.4
1925-06-01,-0.18
1925-07-01,0.5
1925-08-01,0.68
1925-09-01,0.77
1925-10-01,0.85
1925-11-01,1.0
1925-12-01,1.6
1926-01-01,1.52
1926-02-01,1.29
1926-03-01,1.19
1926-04-01,1.01
1926-05-01,0.83
1926-06-01,0.61
1926-07-01,0.63
1926-08-01,0.15
1926-09-01,-0.07
1926-10-01,-0.39
1926-11-01,-0.27
1926-12-01,-0.23
1927-01-01,0.1
1927-02-01,0.23
1927-03-01,-0.18
1927-04-01,-0.27
1927-05-01,-0.59
1927-06-01,-0.15
1927-07-01,-0.31
1927-08-01,-0.09
1927-09-01,-0.16
1927-10-01,0.27
1927-11-01,-0.04
1927-12-01,0.25
1928-01-01,0.47
1928-02-01,0.21
1928-03-01,-0.24
1928-04-01,-0.22
1928-05-01,-0.04
1928-06-01,-0.26
1928-07-01,0.02
1928-08-01,-0.28
1928-09-01,-0.13
1928-10-01,-0.12
1928-11-01,-0.17
1928-12-01,-0.03
1929-01-01,-0.15
1929-02-01,-0.08
1929-03-01,-0.15
1929-04-01,-0.15
1929-05-01,-0.17
1929-06-01,0.13
1929-07-01,-0.02
1929-08-01,0.1
1929-09-01,0.3
1929-10-01,0.4
1929-11-01,0.18
1929-12-01,0.63
1930-01-01,0.35
1930-02-01,0.39
1930-03-01,0.29
1930-04-01,0.41
1930-05-01,-0.04
1930-06-01,0.27
1930-07-01,0.64
1930-08-01,0.68
1930-09-01,1.28
1930-10-01,1.14
1930-11-01,1.79
1930-12-01,1.41
1931-01-01,1.49
1931-02-01,1.33
1931-03-01,1.18
1931-04-01,0.96
1931-05-01,0.63
1931-06-01,0.48
1931-07-01,0.4
1931-08-01,0.15
1931-09-01,-0.42
1931-10-01,-0.22
1931-11-01,-0.27
1931-12-01,-0.28
1932-01-01,-0.42
1932-02-01,-0.19
1932-03-01,0.25
1932-04-01,0.25
1932-05-01,0.28
1932-06-01,0.19
1932-07-01,-0.11
1932-08-01,0.09
1932-09-01,0.02
1932-10-01,0.02
1932-11-01,-0.04
1932-12-01,-0.41
1933-01-01,-0.21
1933-02-01,-0.08
1933-03-01,-0.2
1933-04-01,0.01
1933-05-01,-0.4
1933-06-01,-0.86
1933-07-01,-0.66
1933-08-01,-0.94
1933-09-01,-0.77
1933-10-01,-1.1
1933-11-01,-1.06
1933-12-01,-1.21
1934-01-01,-0.93
1934-02-01,-0.87
1934-03-01,-0.95
1934-04-01,-0.42
1934-05-01,-0.49
1934-06-01,-0.33
1934-07-01,-0.43
1934-08-01,-0.33
1934-09-01,-0.52
1934-10-01,-0.26
1934-11-01,-0.11
1934-12-01,-0.24
1935-01-01,-0.32
1935-02-01,-0.19
1935-03-01,-0.28
1935-04-01,-0.32
1935-05-01,-0.54
1935-06-01,-0.4
1935-07-01,-0.65
1935-08-01,0.06
1935-09-01,0.08
1935-10-01,0.28
1935-11-01,0.28
1935-12-01,-0.04
1936-01-01,0.74
1936-02-01,0.49
1936-03-01,0.0
1936-04-01,0.29
1936-05-01,-0.07
1936-06-01,-0.35
1936-07-01,-0.34
1936-08-01,-0.32
1936-09-01,-0.1
1936-10-01,0.38
1936-11-01,-0.03
1936-12-01,0.63
1937-01-01,-0.3
1937-02-01,0.3
1937-03-01,0.25
1937-04-01,0.21
1937-05-01,-0.43
1937-06-01,-0.3
1937-07-01,0.09
1937-08-01,-0.2
1937-09-01,0.17
1937-10-01,-0.1
1937-11-01,0.21
1937-12-01,0.22
1938-01-01,-0.21
1938-02-01,0.23
1938-03-01,-0.06
1938-04-01,0.09
1938-05-01,-0.33
1938-06-01,-0.88
1938-07-01,-0.98
1938-08-01,-0.81
1938-09-01,-0.28
1938-10-01,-0.75
1938-11-01,-0.72
1938-12-01,-0.79
1939-01-01,-0.67
1939-02-01,-0.95
1939-03-01,-0.85
1939-04-01,-0.27
1939-05-01,-0.25
1939-06-01,0.05
1939-07-01,0.25
1939-08-01,0.06
1939-09-01,0.43
1939-10-01,-0.47
1939-11-01,0.32
1939-12-01,0.05
1940-01-01,1.18
1940-02-01,1.38
1940-03-01,1.19
1940-04-01,0.8
1940-05-01,0.34
1940-06-01,0.55
1940-07-01,0.21
1940-08-01,0.75
1940-09-01,0.05
1940-10-01,0.32
1940-11-01,0.7
1940-12-01,1.39
1941-01-01,1.38
1941-02-01,1.34
1941-03-01,1.41
1941-04-01,1.36
1941-05-01,1.32
1941-06-01,0.88
1941-07-01,0.73
1941-08-01,0.79
1941-09-01,0.68
1941-10-01,0.99
1941-11-01,1.17
1941-12-01,1.27
1942-01-01,0.61
1942-02-01,0.53
1942-03-01,0.25
1942-04-01,0.57
1942-05-01,-0.1
1942-06-01,-0.52
1942-07-01,-0.55
1942-08-01,-0.96
1942-09-01,-1.17
1942-10-01,-1.32
1942-11-01,-1.5
1942-12-01,-1.24
1943-01-01,-1.2
1943-02-01,-1.18
1943-03-01,-1.1
1943-04-01,-0.6
1943-05-01,-0.36
1943-06-01,-0.11
1943-07-01,-0.09
1943-08-01,0.05
1943-09-01,-0.24
1943-10-01,-0.44
1943-11-01,-0.5
1943-12-01,-0.42
1944-01-01,-0.42
1944-02-01,0.16
1944-03-01,-0.21
1944-04-01,0.11
1944-05-01,0.14
1944-06-01,0.04
1944-07-01,0.08
1944-08-01,0.0
1944-09-01,-0.31
1944-10-01,-0.22
1944-11-01,-0.35
1944-12-01,-0.26
1945-01-01,-0.36
1945-02-01,-0.47
1945-03-01,-0.79
1945-04-01,-0.76
1945-05-01,-0.46
1945-06-01,-0.59
1945-07-01,-0.61
1945-08-01,-0.84
1945-09-01,-0.82
1945-10-01,-0.86
1945-11-01,-0.42
1945-12-01,-0.54
1946-01-01,-0.44
1946-02-01,-0.24
1946-03-01,-0.36
1946-04-01,-0.48
1946-05-01,-0.39
1946-06-01,0.15
1946-07-01,0.03
1946-08-01,-0.52
1946-09-01,-0.19
1946-10-01,-0.01
1946-11-01,-0.18
1946-12-01,0.03
1947-01-01,0.39
1947-02-01,-0.13
1947-03-01,0.28
1947-04-01,-0.07
1947-05-01,-0.55
1947-06-01,0.07
1947-07-01,-0.39
1947-08-01,-0.37
1947-09-01,-1.05
1947-10-01,-0.82
1947-11-01,-0.73
1947-12-01,0.18
1948-01-01,0.05
1948-02-01,0.37
1948-03-01,0.63
1948-04-01,0.25
1948-05-01,0.31
1948-06-01,0.06
1948-07-01,-0.06
1948-08-01,-0.02
1948-09-01,-0.02
1948-10-01,-0.68
1948-11-01,-0.3
1948-12-01,0.38
1949-01-01,-0.46
1949-02-01,0.26
1949-03-01,-0.55
1949-04-01,0.19
1949-05-01,-0.07
1949-06-01,-0.72
1949-07-01,-0.39
1949-08-01,-0.32
1949-09-01,-0.65
1949-10-01,-0.72
1949-11-01,-1.33
1949-12-01,-1.2
1950-01-01,-1.05
1950-02-01,-1.5
1950-03-01,-1.07
1950-04-01,-0.91
1950-05-01,-1.3
1950-06-01,-0.86
1950-07-01,-1.08
1950-08-01,-0.63
1950-09-01,-1.1
1950-10-01,-0.83
1950-11-01,-1.38
1950-12-01,-1.04
1951-01-01,-1.13
1951-02-01,-0.74
1951-03-01,-0.77
1951-04-01,-0.17
1951-05-01,-0.1
1951-06-01,-0.09
1951-07-01,0.66
1951-08-01,0.9
1951-09-01,0.67
1951-10-01,0.79
1951-11-01,0.78
1951-12-01,0.71
1952-01-01,0.39
1952-02-01,0.24
1952-03-01,0.04
1952-04-01,0.41
1952-05-01,-0.38
1952-06-01,-0.66
1952-07-01,-0.59
1952-08-01,-0.42
1952-09-01,-0.35
1952-10-01,-0.04
1952-11-01,-0.32
1952-12-01,-0.55
1953-01-01,0.36
1953-02-01,0.24
1953-03-01,0.22
1953-04-01,0.77
1953-05-01,0.35
1953-06-01,0.41
1953-07-01,0.2
1953-08-01,0.04
1953-09-01,0.67
1953-10-01,0.11
1953-11-01,0.31
1953-12-01,0.15
1954-01-01,0.39
1954-02-01,0.21
1954-03-01,0.01
1954-04-01,-0.32
1954-05-01,-0.53
1954-06-01,-0.8
1954-07-01,-1.02
1954-08-01,-1.08
1954-09-01,-1.03
1954-10-01,-0.91
1954-11-01,-1.17
1954-12-01,-0.79
1955-01-01,-0.66
1955-02-01,-0.79
1955-03-01,-0.8
1955-04-01,-0.95
1955-05-01,-1.23
1955-06-01,-1.2
1955-07-01,-1.32
1955-08-01,-0.91
1955-09-01,-1.33
1955-10-01,-1.59
1955-11-01,-1.91
1955-12-01,-1.52
1956-01-01,-1.23
1956-02-01,-0.98
1956-03-01,-0.93
1956-04-01,-0.78
1956-05-01,-0.59
1956-06-01,-0.83
1956-07-01,-0.94
1956-08-01,-0.81
1956-09-01,-0.91
1956-10-01,-0.69
1956-11-01,-1.01
1956-12-01,-0.58
1957-01-01,-0.56
1957-02-01,-0.24
1957-03-01,0.08
1957-04-01,0.42
1957-05-01,0.45
1957-06-01,0.53
1957-07-01,0.69
1957-08-01,0.79
1957-09-01,0.53
1957-10-01,0.74
1957-11-01,1.09
1957-12-01,1.18
1958-01-01,1.54
1958-02-01,1.4
1958-03-01,0.99
1958-04-01,0.31
1958-05-01,0.32
1958-06-01,0.3
1958-07-01,0.04
1958-08-01,0.24
1958-09-01,-0.31
1958-10-01,-0.03
1958-11-01,0.05
1958-12-01,0.3
1959-01-01,0.43
1959-02-01,0.5
1959-03-01,0.26
1959-04-01,0.27
1959-05-01,-0.01
1959-06-01,-0.33
1959-07-01,-0.28
1959-08-01,-0.41
1959-09-01,-0.53
1959-10-01,0.11
1959-11-01,-0.17
1959-12-01,-0.05
1960-01-01,0.02
1960-02-01,-0.24
1960-03-01,-0.08
1960-04-01,0.01
1960-05-01,0.05
1960-06-01,-0.2
1960-07-01,-0.25
1960-08-01,-0.0
1960-09-01,0.03
1960-10-01,-0.07
1960-11-01,-0.38
1960-12-01,0.02
1961-01-01,-0.15
1961-02-01,0.04
1961-03-01,-0.1
1961-04-01,0.13
1961-05-01,-0.01
1961-06-01,0.1
1961-07-01,-0.32
1961-08-01,-0.25
1961-09-01,-0.52
1961-10-01,-0.71
1961-11-01,-0.19
1961-12-01,-0.29
1962-01-01,-0.25
1962-02-01,-0.16
1962-03-01,-0.41
1962-04-01,-0.32
1962-05-01,-0.42
1962-06-01,-0.22
1962-07-01,-0.3
1962-08-01,-0.13
1962-09-01,-0.56
1962-10-01,-0.33
1962-11-01,-0.43
1962-12-01,-0.49
1963-01-01,-0.32
1963-02-01,-0.26
1963-03-01,-0.06
1963-04-01,-0.06
1963-05-01,-0.0
1963-06-01,0.12
1963-07-01,0.72
1963-08-01,0.9
1963-09-01,0.65
1963-10-01,0.84
1963-11-01,0.75
1963-12-01,1.05
1964-01-01,0.76
1964-02-01,0.55
1964-03-01,-0.16
1964-04-01,-0.53
1964-05-01,-0.74
1964-06-01,-0.88
1964-07-01,-0.65
1964-08-01,-0.76
1964-09-01,-0.93
1964-10-01,-1.0
1964-11-01,-1.1
1964-12-01,-1.07
1965-01-01,-0.57
1965-02-01,-0.36
1965-03-01,-0.34
1965-04-01,-0.09
1965-05-01,0.19
1965-06-01,0.45
1965-07-01,0.81
1965-08-01,1.25
1965-09-01,1.26
1965-10-01,1.61
1965-11-01,1.54
1965-12-01,1.45
1966-01-01,1.13
1966-02-01,0.83
1966-03-01,0.83
1966-04-01,0.54
1966-05-01,-0.06
1966-06-01,0.14
1966-07-01,0.23
1966-08-01,-0.1
1966-09-01,-0.05
1966-10-01,-0.05
1966-11-01,-0.37
1966-12-01,-0.26
1967-01-01,-0.55
1967-02-01,-0.56
1967-03-01,-0.47
1967-04-01,-0.53
1967-05-01,-0.24
1967-06-01,-0.12
1967-07-01,-0.1
1967-08-01,-0.31
1967-09-01,-0.59
1967-10-01,-0.38
1967-11-01,-0.34
1967-12-01,-0.35
1968-01-01,-0.6
1968-02-01,-0.74
1968-03-01,-0.76
1968-04-01,-0.47
1968-05-01,-0.44
1968-06-01,0.19
1968-07-01,0.31
1968-08-01,0.33
1968-09-01,0.05
1968-10-01,0.32
1968-11-01,0.76
1968-12-01,0.76
1969-01-01,0.9
1969-02-01,1.02
1969-03-01,0.61
1969-04-01,0.33
1969-05-01,0.39
1969-06-01,0.26
1969-07-01,0.1
1969-08-01,0.52
1969-09-01,0.47
1969-10-01,0.66
1969-11-01,0.75
1969-12-01,0.68
1970-01-01,0.55
1970-02-01,0.36
1970-03-01,0.26
1970-04-01,0.18
